,text
3382,"$OLLI - Ollie's Bargain Outlet EPS beats by $0.03, beats on revenue https://t.co/hgb3KCVBXc"
310,S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus
1759,Our Take On The Brink's Company's (NYSE:BCO) CEO Salary
480,A WSJ primer on the central bank's novel $600 billion direct-loan program https://t.co/43O0vIETta
1915,Sutter Rock Capital Corp. Announces Expiration and Final Results of Modified Dutch Auction Tender Offer to Repurcha… https://t.co/E3GKssFpdX
3020,"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi"
9325,Enochian Bio +18% premarket on acquiring exclusive license for HBV
494,Bank of Jamaica : 14-Day Repo Auction Results #BankofJamaica #economy #MarketScreener https://t.co/UE7vS1tv6o https://t.co/efXjAe32Fg
731,"U.S. Treasury, Fed working on 'Main Street,' municipal loan facilities - Mnuchin #economy #MarketScreener… https://t.co/xlHUAdkJG9"
3406,"Aethlon Medical EPS beats by $0.75, beats on revenue"
832,Lowe's says it will shut 34 stores in Canada
5905,$VIR: Vir Biotechnolog: GlaxoSmithKline (GSK) to make $250 mln equity investment in the company https://t.co/qJxY2yHrb0
4245,"Buyers Want Cleaner, Lighter Cars That Also Make Them Feel Good"
675,The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP
5229,The Peak Oil Plateau Is Close. Get more updates here: https://t.co/LELAJ9lP6D #stockmarket #markets #stocks
3262,$MATW - Matthews International Corp: Weak Growth And High Debt To Weigh On Sentiment. https://t.co/Cks6a2qvFE #markets #finance #trading
6031,"Fed, FDIC approve merger of BB&T, SunTrust banks"
2533,$INGR - Ingredion Q4 2019 Earnings Preview https://t.co/5CN4AkUiUD
2127,10-year yield at 1.649%; 2-year yield at 1.443%; 30-year yield at 2.126%
6190,China's Skyscraper Boom Comes Crashing Down Amid Developer Default  https://t.co/5J9bdNR3XT
344,Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital
836,"Nike to record $425 mln charge as it transitions brand business in Brazil, Argentina, Chile, Uruguay to distributor partnerships"
2495,"$BRBR - BellRing Brands, Inc. (BRBR) CEO Darcy Davenport on Q4 2019 Results - Earnings Call Transcript. Read more a… https://t.co/DvmncSF3OI"
4825,Luke Edward Hall's thoughtful presents for interiors lovers https://t.co/VAjt00YGkm
544,"Fed is watching virus effects, flags 'elevated' business debt in report"
2829,MediaTek reports Q4 results
7108,Wall Street hovers near record levels; Boeing drags on Dow
6877,Stock futures move higher as trade deal hopes rise #economy #MarketScreener https://t.co/ccieGNw97o https://t.co/4L2S3ERepE
2805,Item 9 Labs reports Q4 results
2642,Bristol-Myers Squibb Reports Fourth Quarter and Full Year Financial Results for 2019
7235,Here's where we are in the impeachment process and what comes next https://t.co/5xb30d9RIE https://t.co/Q6rrrDV2Xz
6682,S&P 500 down 0.2%; Nasdaq Composite down 0.3%
8990,Assembly Bio down 6% premarket on pricing public offering
1622,Karelian Diamond Resources : Notice of meeting #KarelianDiamondResources #Stock #MarketScreener… https://t.co/kMhX3UU9b3
6591,Underlying Euro-Area Price Pressures Are Gradually Recovering
5649,Gold: Viruses And Interest Rates. https://t.co/2hrokrSypR #finance #stocks #stockmarket
6489,Fiscal stimulus needed to revive India's stuttering economy: analysts
8224,$MDCO  https://t.co/iVoLZncc9i
9212,$NVTA (+5.4% pre) Invitae Announces Exercise in Full of Underwriters' Option to Purchase Additional Shares of Commo… https://t.co/rKd2AvFS5A
8067,"PGIM Likes Barbell Trade in Credit, Buying AAAs & CCCs (Radio)"
1035,"Tesla’s Cybertruck doesn’t look street legal, but pre-orders are pouring in https://t.co/pOSWuIscRN"
4958,Paul Volcker's message for the next generation https://t.co/7ijOmy0sCP
2015,VF Corporation details coronavirus impact
4503,"Given 6 months to live, woman gets a chance at life, love and a new baby thanks to Liver Tumor Program - UChicago M… https://t.co/6yDyKgykUT"
9385,Nvidia +3.7% as RBC sees earnings upside
9536,"Stocks making the biggest moves premarket: Target, Lowe's, Boeing, Alibaba, J&J & more"
5459,"What's in the black box?

Two recent incidents are exposing biases in decision-making algorithms used by finance an… https://t.co/6Jotq1t8ny"
8768,"Macy's, Coty, American Express: Stocks That Defined the Week #economy #MarketScreener https://t.co/ZvTalqviQm https://t.co/JqxjqEhOFU"
3530,"Triumph EPS beats by $0.03, beats on revenue"
8957,"$NFLX (-0.7% pre) Wells Fargo Downgrades Netflix (NFLX) to Underperform on Free Cash Flow Concerns, Still Sees Acqu… https://t.co/D9EZor24lS"
381,Morgan Stanley has a new favorite pick in the chip space
6163,A railway strike is gripping Canada’s $1.7 trillion economy https://t.co/eXeBOeMfyO
5975,Broadridge acquires Clearstructure Financial Technology
4761,Ivory Coast police clash with protesters over coronavirus test centre #economy #MarketScreener… https://t.co/OS8ODHvy79
7319,"President Xi Jinping calls China’s sprawling belt and road initiative the ""project of the century,"" but many challe… https://t.co/gEHXcRX16J"
1205,"After cutting 4,000 jobs, GM is hiring, but not for traditional gasoline-powered vehicles"
2756,Edited Transcript of TDG earnings conference call or presentation 19-Nov-19 4:00pm GMT
1499,Galileo Mining : Copper - Gold Drilling Underway at Norseman Prospects #GalileoMining #Stock #MarketScreener… https://t.co/QbtwRsIFEP
8014,"Hedge Funds Have Never Been This Bullish On Construction Partners, Inc. (ROAD)"
2067,"BP plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part… https://t.co/3AcE3mzTVW"
1867,SGS : Helps Uruguay Customs Detect Major Drug Smuggling Operation #SGS #Stock #MarketScreener… https://t.co/d9Xs6eTJYD
6568,The January Survey of Consumer Expectations shows that both short- and medium-term inflation expectations remained… https://t.co/Sv2I4ZsE5y
2920,Vans parent VF Corp. to update FY20 outlook on Q4 conference call
4374,Designers Focus on Eco-Conscious Fashion
4454,"Finance Minister Press Conference Live: Middle Class Shareholders Will Pay Tax On Dividends At Lower Rate, Says Sitharaman"
3321,"Lovesac EPS misses by $0.04, misses on revenue"
9129,$AAL $DAL $UAL - United +18% leads big bounce in airlines https://t.co/Bi0wI3Qc83
545,Fed Monitoring Coronavirus Outbreak and Risks for Broader Disruptions -- 4th Update #economy #MarketScreener… https://t.co/KnkPKhBHHM
2360,Eagle Growth and Income Opportunities declares $0.08 dividend
4649,How a Supreme Court case could change how cities treat the homeless https://t.co/hIujtrIKUX via @BW
8851,TA Page SetUps: Slack $WORK: Dip-buying post-earnings could be an early read into a possible supply/demand shift-- https://t.co/v6W481eUIm
6195,Consumer Insolvencies Approach Record in Debt-Weary Canada
9053,"HP down 5% after Xerox bid rejection, counter offer hints"
7179,California Won't Buy From Automakers Who Sided With Trump
1746,Oaktree Specialty Lending NAV treads water in Q4
2676,"Earnings Scheduled For December 12, 2019"
1880,SocGen Pledges Higher Returns After Dropping Profit Target
402,Fed Liquidity Drain Spoils Virus-Surge-Inspired Stock Buying-Panic | Zero Hedge https://t.co/wnLxXP4sHu
3831,"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/DegDCWsxib"
39,Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus
447,Brazil's central bank stepped in to prop up the currency https://t.co/yQBoa6mTqi
6790,"Dow adds over 1,600 points as investors hope coronavirus cases have peaked https://t.co/fXwSUpuj54"
5985,Charles Schwab to buy TD Ameritrade for $26 billion
4992,Private equity: the bottom line benefits from gender diversity https://t.co/a5c3Rw8Itm
2885,SK Telecom reports FY results
4101,Al Gore says millennials should see combating climate change as “the single biggest investment opportunity in histo… https://t.co/jLiV2op1Yj
1454,"Exclusive: Fearing Huawei curbs, Deutsche Telekom tells Nokia to shape up"
738,Watch Live: Fed Chair Powell Avoid Admitting QE4 Has Begun & Repocalypse Is Imminent https://t.co/BlKwurqscz
561,"Fed warranty: will keep rates unchanged until 2021, or until there is a 5% drop in stocks, whichever comes first"
8854,"Tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out - Reuters"
8888,"What Can We Make Of Paychex, Inc.’s (NASDAQ:PAYX) High Return On Capital?"
6500,Global Trade Momentum Rises for First Time in Four Months
8196,$GASL - The Withdrawal Season Begins In Natural Gas. Read more and sign up for updates: https://t.co/pJo08goTdN #stocks #trading #markets
3188,EIA Petroleum Status Report is due in 5 minutes.
2102,Treasury yields pare decline after January jobs report
9366,"Lyft stock gains after Northcoast upgrades, says company could be M&A target"
3669,EUR/USD Daily Forecast – Euro Bounces From Support Area
6621,Australian Market Notably Lower - Nasdaq
6275,Trump's Dec. 15 China tariffs threaten a long list of Christmas favorites https://t.co/Jk8taRaq3I https://t.co/DBbtlVhYBl
1958,This startup makes a meat alternative out of thin air https://t.co/BSTzaP5OdB by @bridgetteAwebb https://t.co/s9zI30ZJB5
9244,"$TOPS (+33.3% pre) Form SC 13G TOP SHIPS INC. Filed by: MORGAN STANLEY $MS

https://t.co/ypAssKZN5S"
1408,Direct Lenders Stay in Vogue as Fundraising Tops $23 Billion
7441,"Ukraine, Trump, & Biden - The Real Story Behind ""Ukrainegate"" https://t.co/Qf8APlLO01"
2341,"Clipper Realty Inc. (NYSE:CLPR) Is About To Go Ex-Dividend, And It Pays A 1.0% Yield"
1179,$WKHS Workhorse Says New Loan Will Cover Electric Truck Production $DUK $GM $UPS https://t.co/qrNMz6mxbT via @benzinga
3708,And now we sell https://t.co/YAsnS6oIfa
2815,Konecranes reports Q4 results
610,Japan panel warns against fiscal complacency amid low rates #taux #MarketScreener https://t.co/bgHBLjLZaW https://t.co/6F4t7RytXF
1936,Tesla Remotely Removed Autopilot From A User's Car Without Telling Them: Report
8484,Do Hedge Funds Love Kimco Realty Corporation (KIM)?
2802,International Isotopes reports Q3 results
7146,"Bernie Sanders continues to challenge Joe Biden for the lead spot among Democratic voters nationally, according to... https://t.co/oG49GKDPSc"
2034,Western Union selects AWS as preferred cloud
7636,Starbuds CEO Brian Ruden Joins Medicine Man Board
967,Deutsche Bank Plans Bigger Bonuses at Asset Management Division
7948,Added 50k shares $CHFS thanks for the pullback !!
5827,U.S. SAID TO DISCUSS GOLDMAN 1MDB SETTLEMENT BELOW $2 BILLION
528,Emerging-economy central banks from India to Brazil still enjoy the firepower to shore up the global economy https://t.co/cTVUGNf4vM
4301,China's effort to fill a protein gap created by the spread of African swine fever is rippling through Brazil's mass… https://t.co/nygkOZUdWz
3908,"""We are only scraping the surface."" The British inventor who built his own 'Iron Man'-style suit has doubled the s… https://t.co/yKjuZOueEt"
3589,"Hecla Mining EPS misses by $0.03, beats on revenue"
1160,$TEN - Tenneco (TEN) Presents At Barclays Global Automotive Conference - Slideshow. Follow this and any other stock… https://t.co/GIiv33HlVR
5252,The U.S. Trustee overseeing bankrupt mortgage servicer Ditech says one law firm overbilled for work on the case by… https://t.co/L9Wpy3GM3W
5163,The 3rd HK Store of “A Happy Pancake” Finally Opens!! https://t.co/Lc5eG2lU8X https://t.co/2oFdwnYp2S
3025,Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD
9414,Sierra Oncology +10% premarket on launching late-stage Momentum trial
1124,$MCD $BYND - Sky-high projection on McDonald's P.L.T sales https://t.co/G9y6kNSm6A
1861,"Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m"
5047,Satellites Are Helping the Municipal-Bond Market Assess Climate Risk
7237,Hong Kong Election: Pro-Democracy Candidates Surge Amid Record Turnout; Protest Organizer Wins Seat https://t.co/FWEg7QnzPJ
8158,"$BEAT seems extremely cheap, have not looked into why it has lagged so much this year, but screens well"
5211,"The longer you wait to save, the more it will cost you in the long run. Here’s how much you need to start saving ri… https://t.co/T4581B5FO8"
7972,FAANG Will Continue To Dominate Stock Market Returns (Radio)
6502,"Goldman on jobs and the Fed: ""We do not see significant implications of today’s report for monetary policy, beyond… https://t.co/uscEeRjqA9"
4444,Farm Experts Pitch For Scrapping GST On Agri-Inputs In Budget Wish List
4225,BQuick On Feb. 7: Top 10 Stories In Under 10 Minutes
3482,"Neste tops Q4 profit, dividend forecasts"
2820,Live Ventures reports FY results
5715,What’s next for IPOs in 2020
6847,"Nasdaq rises 42 points, or 0.5%"
3854,OPINION: Why did markets shrug off Boris Johnson's hospitalization? Because of robust confidence in U.K.'s parliame… https://t.co/yBTZY2BnGa
5868,Former FedEx manager pleads guilty in package theft scheme
4706,Illinois’s Legalized Pot Sales Debut Beats All States Except One
6729,Stocks Suffer 'Shocking' Down Week As Fed Balance Sheet Unexpectedly Shrinks https://t.co/bspsRi3Wow
4618,"Highlight: “We think about same-day, two-day, whatever day— it is about getting the consumer what they want, when t… https://t.co/5I5aBs3GSx"
6220,Indonesia Braces for Export Hit as Virus Saps Chinese Demand
1652,Lyft pulls electric scooters from major cities
2456,Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin... https://t.co/GVVcZxePU3
8242,$PALL - PALL: Palladium Market To Remain In Deficit In 2019 Despite The Contraction In Global Auto Output. Subscrib… https://t.co/5cIQV2pKns
7956,Amazon $AMZN with 2000 July $1900 calls opening in the afternoon as some of the 6000 $1800 calls adjusted higher
5040,"Russia pours cold water on U.S. and European plans for swift reconciliation between Serbia and Kosovo, with Moscow’… https://t.co/wDCse44h0e"
7300,"Nancy Pelosi, the Democratic speaker of the House of Representatives, says she has agreed a deal with US President… https://t.co/cb3ImctKdO"
6030,"Fed, FDIC approve BB&T, SunTrust merger"
6943,"The S&P 500 is up nearly 25% in 2019, and history shows the momentum could carry over to next year - CNBC"
1844,RPT-UPDATE 2-Alibaba to price shares at HK$176 in $12.9 bln Hong Kong listing - sources
7306,"Obviously, I am not a communist,' @BernieSanders said, adding that Trump 'maybe doesn't know the difference."" https://t.co/kaI5i9Wflu"
8395,Arrowhead Pharmaceuticals Q1 Results Didn't Matter -- but Its Pipeline Update Did
1860,Schwab bulks up for fee war with $26bn TD Ameritrade deal https://t.co/LHKK0AMbRF
3468,Kellogg Q4 organic sales $3.22 bln vs. $3.14 bln a year ago; FactSet consensus $3.18 bln
4570,Here's what moved stocks into the close: https://t.co/WAaUPGAJUU
8246,"$PG - Procter & Gamble Is Overvalued By All Means, But For The Sake Of Your Portfolio, Stick To It. Read more and g… https://t.co/ZdnGgQxjvE"
